File,Vulns,Trivy,Checkov,Kubeaudit,KubeLinter,Polaris,KubeScore,Kubescape,Conftest (OPA),KubeConform,RBAC-Police,Pluto,Gitleaks,Yamllint
26.flink_port_mismatch.yaml,Docker socket mounted,,,,,,,✔,,,,,,
26.flink_port_mismatch.yaml,Filesystem not read-only,✔,✔,✔,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,Image not pinned by digest,✔,✔,,,✔,✔,,✔,,,,,
26.flink_port_mismatch.yaml,ImagePullPolicy not Always,,,,,✔,,✔,✔,,,,,
26.flink_port_mismatch.yaml,Ingress backend not found,,,,,✔,✔,✔,,,,,,
26.flink_port_mismatch.yaml,NetworkPolicy missing selectors,,✔,,,✔,✔,✔,,,,,,
26.flink_port_mismatch.yaml,No AppArmor profile,,,✔,,✔,,,✔,,,,,
26.flink_port_mismatch.yaml,No CPU limit,✔,✔,,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,No CPU request,✔,✔,,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,No TLS configured (Ingress),,,,,✔,,✔,,,,,,
26.flink_port_mismatch.yaml,No livenessProbe,,✔,,,✔,,✔,✔,,,,,
26.flink_port_mismatch.yaml,No memory limit,✔,✔,,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,No memory request,✔,✔,,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,No network policy,,✔,,,✔,✔,,✔,,,,,
26.flink_port_mismatch.yaml,No readinessProbe,,✔,,,✔,,✔,✔,,,,,
26.flink_port_mismatch.yaml,No seccomp profile,✔,✔,✔,,✔,,✔,✔,,,,,
26.flink_port_mismatch.yaml,No security context,✔,✔,✔,✔,,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,Privilege escalation allowed,✔,✔,✔,,✔,,✔,✔,,,,,
26.flink_port_mismatch.yaml,Privileged container,✔,,,,✔,,✔,,,,,,
26.flink_port_mismatch.yaml,Runs as root user,✔,✔,✔,✔,✔,✔,✔,✔,,,,,
26.flink_port_mismatch.yaml,Single replica (non-HA),,,,,,,✔,✔,,,,,
26.flink_port_mismatch.yaml,Unencrypted Secret,,,,,,,✔,,,,,,
26.flink_port_mismatch.yaml,Using latest tag,✔,✔,,✔,✔,✔,✔,✔,,,,,

27.kubeteus_misconfigured_policy.yaml,Default capabilities not dropped,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Default namespace,✔,,,,,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Default service account token mounted,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Deployment selector missing,✔,,,,,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Filesystem not read-only,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Image not pinned by digest,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,ImagePullPolicy not Always,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Ingress backend not found,✔,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,NetworkPolicy missing selectors,✔,,,,✔,,,✔,,,,,
27.kubeteus_misconfigured_policy.yaml,No AppArmor profile,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No CPU limit,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No CPU request,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No TLS configured (Ingress),✔,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No livenessProbe,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No memory limit,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No memory request,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No network policy,✔,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No readinessProbe,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,No seccomp profile,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Privilege escalation allowed,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Privileged container,,,,,✔,,,,,,,,
27.kubeteus_misconfigured_policy.yaml,Runs as root user,,,,,✔,,,✔,,,,,
27.kubeteus_misconfigured_policy.yaml,Using latest tag,,,,,✔,,,,,,,,

28.role_overly_permissive.yaml,Default capabilities not dropped,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Default namespace,,✔,,,,,,✔,,,,,
28.role_overly_permissive.yaml,Default service account token mounted,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Filesystem not read-only,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Image not pinned by digest,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,ImagePullPolicy not Always,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Ingress backend not found,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,NetworkPolicy missing selectors,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No AppArmor profile,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No CPU limit,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No CPU request,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No TLS configured (Ingress),,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No livenessProbe,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No memory limit,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No memory request,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No network policy,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No readinessProbe,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,No seccomp profile,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Overly permissive Role,,✔,,,,,,,,✔,,,
28.role_overly_permissive.yaml,Privilege escalation allowed,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Privileged container,,,,,✔,,,,,,,,
28.role_overly_permissive.yaml,Runs as root user,,,,,✔,,,✔,,,,,
28.role_overly_permissive.yaml,Using latest tag,,✔,,,✔,,,,,,,,

29.helm_rabbitmq_hardcoded_credentials.yaml,Default capabilities not dropped,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Default service account token mounted,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Filesystem not read-only,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Image not pinned by digest,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,ImagePullPolicy not Always,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Ingress backend not found,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,NetworkPolicy missing selectors,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No AppArmor profile,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No CPU limit,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No CPU request,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No TLS configured (Ingress),,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No livenessProbe,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No memory limit,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No memory request,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No network policy,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No readinessProbe,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,No seccomp profile,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Privilege escalation allowed,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Privileged container,,,,,✔,,,,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Runs as root user,,,,,✔,,,✔,,,,,
29.helm_rabbitmq_hardcoded_credentials.yaml,Unencrypted Secret,,,,,,,,,,,,✔,
29.helm_rabbitmq_hardcoded_credentials.yaml,Using latest tag,,,,,✔,,,,,,,,

34.unencrypted_secret.yaml,Default capabilities not dropped,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Default namespace,,✔,,,,,,✔,,,,,
34.unencrypted_secret.yaml,Default service account token mounted,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Filesystem not read-only,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Image not pinned by digest,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,ImagePullPolicy not Always,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Ingress backend not found,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,NetworkPolicy missing selectors,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No AppArmor profile,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No CPU limit,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No CPU request,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No TLS configured (Ingress),,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No livenessProbe,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No memory limit,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No memory request,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No network policy,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No readinessProbe,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,No seccomp profile,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Privilege escalation allowed,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Privileged container,,,,,✔,,,,,,,,
34.unencrypted_secret.yaml,Runs as root user,,,,,✔,,,✔,,,,,
34.unencrypted_secret.yaml,Unencrypted Secret,,✔,,,,,,✔,,,,✔,
34.unencrypted_secret.yaml,Using latest tag,,✔,,,✔,,,,,,,,

