Namespace,Kind,Name,File,GroupKey,ToolsAgreeCount,Confirmed,Severity,Tools
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV003,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV004,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV011,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV015,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV016,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV018,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV020,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV021,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV030,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV106,1,N,LOW,trivy-config
,Object,unknown,3.efs_plugin_misconfig.yaml,KSV110,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV003,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV004,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV011,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV015,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV016,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV018,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV020,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV021,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV030,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV106,1,N,LOW,trivy-config
,Object,unknown,3.nginx_pod_example.yaml,KSV110,1,N,LOW,trivy-config
,Object,unknown,,"{'name': 'Stable version', 'id': 'stable-version', 'target_type': 'all', 'comment': 'Checks if the object is using a deprecated apiVersion', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Label values', 'id': 'label-values', 'target_type': 'all', 'comment': 'Validates label values', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Ephemeral Storage Request and Limit', 'id': 'container-ephemeral-storage-request-and-limit', 'target_type': 'Pod', 'comment': 'Makes sure all pods have ephemeral-storage requests and limits set', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Pod Probes Identical', 'id': 'pod-probes-identical', 'target_type': 'Pod', 'comment': 'Container has the same readiness and liveness probe', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Security Context Privileged', 'id': 'container-security-context-privileged', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have a unprivileged security context set', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Security Context ReadOnlyRootFilesystem', 'id': 'container-security-context-readonlyrootfilesystem', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have a security context with read only filesystem set', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Resources', 'id': 'container-resources', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have resource limits and requests set. The --ignore-container-cpu-limit flag can be used to disable the requirement of having a CPU limit', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Memory Requests Equal Limits', 'id': 'container-memory-requests-equal-limits', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have the same memory requests as limits set.', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Image Pull Policy', 'id': 'container-image-pull-policy', 'target_type': 'Pod', 'comment': 'Makes sure that the pullPolicy is set to Always. This makes sure that imagePullSecrets are always validated.', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Ephemeral Storage Request Equals Limit', 'id': 'container-ephemeral-storage-request-equals-limit', 'target_type': 'Pod', 'comment': 'Make sure all pods have matching ephemeral-storage requests and limits', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Ports Check', 'id': 'container-ports-check', 'target_type': 'Pod', 'comment': 'Container Ports Checks', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Pod Topology Spread Constraints', 'id': 'pod-topology-spread-constraints', 'target_type': 'Pod', 'comment': 'Pod Topology Spread Constraints', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container CPU Requests Equal Limits', 'id': 'container-cpu-requests-equal-limits', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have the same CPU requests as limits set.', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Image Tag', 'id': 'container-image-tag', 'target_type': 'Pod', 'comment': 'Makes sure that a explicit non-latest tag is used', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Environment Variable Key Duplication', 'id': 'environment-variable-key-duplication', 'target_type': 'Pod', 'comment': 'Makes sure that duplicated environment variable keys are not duplicated', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Pod NetworkPolicy', 'id': 'pod-networkpolicy', 'target_type': 'Pod', 'comment': 'Makes sure that all Pods are targeted by a NetworkPolicy', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Security Context User Group ID', 'id': 'container-security-context-user-group-id', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have a security context with valid UID and GID set ', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Seccomp Profile', 'id': 'container-seccomp-profile', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have at a seccomp policy configured.', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Container Resource Requests Equal Limits', 'id': 'container-resource-requests-equal-limits', 'target_type': 'Pod', 'comment': 'Makes sure that all pods have the same requests as limits on resources set.', 'optional': True}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Pod Probes', 'id': 'pod-probes', 'target_type': 'Pod', 'comment': 'Makes sure that all Pods have safe probe configurations', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Ingress targets Service', 'id': 'ingress-targets-service', 'target_type': 'Ingress', 'comment': 'Makes sure that the Ingress targets a Service', 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Deployment targeted by HPA does not have replicas configured', 'id': 'deployment-targeted-by-hpa-does-not-have-replicas-configured', 'target_type': 'Deployment', 'comment': ""Makes sure that Deployments using a HorizontalPodAutoscaler doesn't have a statically configured replica count set"", 'optional': False}",1,N,INFO,kube-score
,Object,unknown,,"{'name': 'Deployment Pod Selector labels match template metadata labels', 'id': 'deployment-pod-selector-labels-match-template-metadata-labels', 'target_type': 'Deployment', 'comment': 'Ensure the StatefulSet selector labels match the template metadata labels.', 'optional': False}",1,N,INFO,kube-score
